LD1,LD2,LD3,LD4,LD5,LD6,LD7,LD8,LD9,genre_encoded
-2.3868400185244485,-0.21654381323418131,1.087856331015407,-1.5607781588896952,0.030519060345485034,0.8522311360558754,-0.25381489102725746,1.432886769394124,0.15749077989211607,4
-0.18117401596933344,-1.908772979032967,-1.9024255954858862,0.48743772378185435,-0.2061167837827392,0.5778259395880818,0.7231552457136295,0.68004944223649,0.3636260385685666,6
-0.7090848842678761,2.2376903789598517,-1.8066203333537516,1.514999906007123,-0.15155044688775887,0.7421163102349699,-0.4543751851313778,-1.1146728309865614,-1.1247565785068965,7
-1.1234558203347826,-1.597787620700173,-2.285158299054293,0.06008375032412136,0.4678125345493425,-0.3205886239554878,0.34013839243998295,-0.5819574467790785,-0.5262548852143424,6
-0.6132806930117146,-0.9868214535330869,1.2152760688411417,1.564682190085945,-0.29932023352091613,0.17280140378499143,-1.12504956669383,0.037835976380778256,-0.9571379580619185,2
0.43129873828606496,0.7825413439766908,-1.310147641594269,0.14343420744284643,-0.5538536737594325,1.7646757248179348,0.6473334473276602,-0.5327150828845314,-0.6814235296071404,9
4.191322541903787,0.4066018811393103,-0.12904472243924348,-3.4708974097157954,-0.5138431095243106,-0.6410871280498569,2.1109436421343983,-2.26953418189718,-0.13515743639762087,1
-0.4868197082384212,-1.7657811857015266,-0.45067031851048134,0.005737803190864921,1.8781723810196482,-0.4524077910031254,0.7060402923963582,-0.8398911447762573,-0.565001778529316,0
-2.2539879255906845,-0.4577692618154197,-0.958417627833313,-2.0781533015375033,-0.39167786125976906,1.0500771972063214,0.7762997999059004,-1.711641489522461,-1.2369941646492009,8
-1.9019640698626532,3.076011388565215,-0.5228838778194338,0.7974265440102396,1.594993216538368,-0.36146098621982253,0.15475411657851862,-0.9218205454150262,-0.39976805981130636,7
-1.551223073353734,0.11539450488624864,-0.36655480470137275,-0.7425024690539019,0.5130001574601274,0.45139915513964235,0.45240134275069666,0.2593178791169383,-0.806097444558262,3
-0.8672919309087948,-1.8332919214506178,-1.446699706745699,0.30608281830287515,-0.5679590132890675,-1.098559977464377,2.0497319157772185,-0.11608866097274516,0.5383886256218235,9
4.124789946363922,0.9780766428096064,-0.5834340393288214,-0.12280754302275493,-1.7206947291708337,0.4650390306397424,0.3837527575313582,-0.642943029130052,-0.14652791498500897,1
0.18953232145313023,-0.17380709214329526,2.1548338719996245,0.39007765090522717,-0.6173867749022498,-0.14754910923603912,-1.0049135078740967,-0.12991531682027743,-0.06061018649977763,8
-0.6881414028212935,1.7827978176276975,-0.9488316871284466,1.4777962076057443,-0.1940689532152827,-0.141695362632871,0.7889928971455952,0.5886200253389275,-0.21053417803304367,3
-0.5678101402994404,-0.9913597218779341,-0.9427974568565477,0.6146299017368436,-0.7791734646962913,-0.10328282139508141,2.2106182071122076,1.2069092245060837,-0.4773328611451744,3
-0.6082722319848619,1.110265243841611,0.4770650019849451,0.8194614631819147,-2.258290270518791,1.4524705257748358,-2.9333080674931584,1.0407877376246553,-2.5041070911125036,2
2.042464877565265,-0.5241293039939682,1.4269498001474799,1.2647423270844147,1.2206561264147788,2.4344881031596994,-0.2886288575218618,0.4203086756457543,-0.3139281321627934,5
5.4201997080759075,0.2943619471630167,-0.16980996010797755,0.3415325476598446,0.5370944725257042,-1.3117298198633176,-1.3862568987805362,-0.62981114554564,-0.4639857650833883,1
0.0848336344451655,-0.3667092892771654,0.9935445768423579,0.946032290052634,0.42531998982373376,0.058483291241665424,0.43026066247389966,0.6816302439839784,0.8326497616348563,0
3.3999947323738473,0.0059781625784599704,0.21876560773636777,1.183273871707513,1.4891631825915603,1.9030880436400892,-0.2644173958929331,0.9654072170789255,-0.297202880239385,5
-1.3243097494458143,1.9151088581580316,-0.808060572223424,1.59212609878414,-1.3069102573979507,-0.366828650942608,-0.7752100921661753,-0.5950316285271205,0.8396192310868716,7
-0.7108073192039032,-3.2090974190512243,-2.0333798984236333,-0.8929738386937075,-0.5029644896851685,0.07640053564429342,0.6591369388117696,0.24186963283995289,0.26813097211111236,6
-0.507267734299818,1.8025780116814578,-1.051910539544981,2.0873029541596586,-0.11863999215681209,-0.11347437641683843,1.678420639938641,0.13329048788936354,-0.8963861101420847,3
-0.2782615112565972,0.3721275122537912,-0.15197126246790146,0.04032730409746016,-2.6638258417487526,0.3141333444817473,0.18397111819652284,0.04700496325864067,0.9533067592759259,8
-1.0813675789711847,1.5767425476003958,-2.079961386736948,2.0560222980473233,0.1829537425871242,-0.11012153946006731,1.0213829059333939,-0.6577590019222429,-0.6556968772679448,3
-2.7708548376511595,-0.29742790858142865,0.797813643564951,-1.31676328906505,0.6719430572856715,-0.31703457662042156,1.2965963390418875,0.1659155230714439,0.032755217300893355,6
-0.36575368301678046,-0.02873185109200967,0.6465863890994304,-1.392080358342854,-1.394043977794209,0.3261220620216698,1.4157363470671034,0.40527070329157927,0.7850989177316016,8
2.619541265818601,-0.040116116231340905,0.6540810477599288,0.7155784656758172,-0.6559207232290197,0.508958512391257,0.46004267843506863,0.6773378966676766,1.351295015711951,9
-1.1287976218399867,1.4536790599248663,0.2338297721106838,1.683595276595803,-0.3294831636335807,0.1943257273090817,1.2004246450983966,0.5225940753885753,0.3937186377989518,3
2.547545341621457,1.8035158708027286,0.4071581939321221,1.6544081673246596,0.5610917407406975,1.7278068122058339,-0.1811159901446525,0.046543375914859964,0.3409512189779631,5
