PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,genre_encoded
-1.833466529512642,-0.4337946393417401,0.6436361263892134,-1.0065799867033023,-0.038131304102053384,0.9336200005787203,-0.19694119759990172,0.35371170538974317,0.1928619344115424,0.33732654932608974,-0.1105963890488823,-0.09082704482384227,0.07018229968189522,0.5868631438776128,0.5204625003193233,0.4447945416956546,0.6131446655465596,-0.14420203006509755,0.15993673215775137,-0.13169881663288266,0.7038991942908809,0.1291741279209118,0.6507514638574923,0.08078413911380394,0.07073386757012896,0.09520422767718521,0.5101898017890182,-0.18254525239954317,-0.05814712827312224,0.36522741830508587,-0.9107953896344206,-0.7033325252472149,-0.38351102501870593,-0.3781314061421566,0.3082429567606124,-0.050438322457820296,0.5196953293667289,0.08686356336233957,0.30009493786054864,0
-2.6613243543565472,-0.30319700455501664,1.6186225049836065,0.37082427871391005,0.4107897610036571,0.2237296112553332,0.5416353980224454,0.5998302783116429,0.3065185056629529,0.65821930027243,0.21768165109030932,0.09813606709290545,-0.6639854082630815,0.26949517386056837,0.7051267886177129,0.5829154691409406,-0.16636279696218575,-0.5573181416407914,0.02552902914871823,0.04843581167614339,0.3517368582821096,-0.32882441747870794,-0.28680902599862457,0.6175553398588127,-0.03917456856751382,-0.0687598991817805,0.31375189472256887,-0.11241670173113238,0.18767701264838757,-0.16716682014170842,-0.2717340485401794,-0.06258641238953713,-0.15813642588448182,0.3455993960197405,0.12264475449063343,0.5071592822726768,0.015187034501705164,0.5733020838187423,-0.129138424561917,0
-1.8459946507618121,-0.12190196273667002,0.48716656172161166,-0.16252099709238163,1.223315402738956,1.0520991858370785,0.19789929082373142,0.5515139839622192,0.43208366674259713,-0.007031875195385176,0.10912939741676704,-0.5677910293273677,-0.18284067793317635,1.0398671352901114,0.6881994053868747,-0.04919800487243809,0.12588047454483703,-0.08365124001201382,-0.18884635377261585,0.8077739045045546,0.06065143410571499,0.16106726807637606,-0.21613858686173498,0.5054021919650115,-0.5821718047405839,0.31652354976503405,0.9340181080810165,0.11512517057460303,0.12649407412071714,0.1756290043472798,-0.15593089787656733,0.4461140978262122,-0.3565143594111209,0.4021065522249426,0.1116009600210416,0.5889141558924585,0.6528407376991753,0.5261784189632299,-0.12623290518158647,0
-2.4847752851802887,-0.24694211177692485,0.8242605850039986,-0.7273623963513846,0.18144706414755807,0.9100817989830908,0.07520096820254184,0.7547676046269227,0.09489600784411097,0.5078697321051369,-0.4297324174073955,0.19255638381388063,-0.16742833334070978,0.5579610520335847,1.073324398752028,0.2609287419199635,0.39874241894446577,0.011671399806505129,-0.4003564600132332,-0.13032276794429362,-0.1327421328188071,-0.17291649317122723,-0.44728005589887937,-0.035012958873912516,-0.09469597083238894,-0.3926386915961135,0.5049020575785577,-0.004662764117931386,-0.1201928596240247,0.08617899999739739,-0.6678972644449702,-0.11742547572755442,-0.7302090356778356,-0.6274274645958066,0.4424628261984602,0.7538281963543431,0.014721601286612849,0.25792617335090445,0.15488644016811515,0
-3.0432808262299753,-0.22181988067988495,0.5740226424106253,-0.3194952366616955,0.6311192608003728,1.152424868389825,-0.022029001005162092,0.6699272168643128,0.1686932547972739,0.14575179786542283,-0.4652885021218451,-0.4183976379650662,0.40344163530517957,0.7507324399301936,0.5346176396569707,0.14341449228698872,0.7304597032955231,0.5255119108774213,-0.24349242993105366,-0.09904425775511713,0.3642459601628105,0.703684750103372,-0.0023559959709087675,0.36015039694090495,0.3131534788562336,0.17496442681539873,1.0438111524901996,-0.19593835753614938,0.19989042068589793,0.41460260265602494,0.1630604983333007,-0.13755731862793705,-0.5158520732386442,-0.35957019102253235,0.6208558640938232,0.43229413937593886,-0.041991986653228015,-0.30813951527628175,0.23987312824757134,0
-2.499001656477985,0.7813578641790174,-0.17854278624486283,-0.4762639352153382,0.23652545962888621,0.42092490278374556,0.21636971686463569,0.4802949633631355,0.20924423264344394,0.1901044841127974,-0.1579891796618435,-0.024022426872501734,-0.12363570595868506,1.0575267477605228,0.7958294109207925,0.3840760256017546,-0.06062250241261315,-0.13526062622917717,0.013752107928502868,-0.2444796661601117,0.10796368038467467,0.6198476645473822,-0.19912583575464243,0.17381925221423222,0.3098551428517318,-0.5183473062320644,0.526343293765463,0.31483202861321835,0.31989617432543355,0.040712223788913544,-0.6645372654198852,-0.03148965640725978,-0.31619588299746076,-0.5044281710101305,0.2723524759521375,0.0953409836223819,-0.15086437374162073,-0.10230683287708234,0.05951136927084091,0
-2.401666384410015,0.6241158140988775,0.8182666695399065,-0.46499733539049937,0.6293922992929896,0.4584946006047248,-0.12016425939770276,0.8254981523118555,0.3406555901788444,0.09085749749245829,-0.5219670237772785,-0.09157242916987006,0.24569173476658512,0.8023723574340308,0.5298458881708179,0.26120347278364403,0.5772840605577984,-0.4025607747741092,0.18996063018651857,0.28527420525197156,-0.22545446317802434,0.11196443460287937,-0.4890271133218606,0.32685670430501107,0.24631969824874872,0.5569825563696112,0.6112407985598773,-0.15747152979173823,-0.04346401564836092,0.345527199644733,-0.421908090315164,-0.13171845687338965,0.20955683735978448,-0.06232155144498308,0.47279707229170226,0.24100373515000567,0.18879366958260388,0.16829613501240512,-0.11609644536049905,0
-2.6634644310177276,-0.31041153878836153,0.48268349297960006,-0.6111089154803496,0.2214812229428445,1.3823988853230547,-0.45859397958744813,0.6779325671565316,-0.1622382145011899,0.10621912310398281,-0.06506889767262347,-0.5637875965997211,-0.03582831895245104,1.14611288687836,1.157112052339481,0.43426571759418,0.41883499421942294,0.20309224215346827,0.052711990960355205,0.1375414442151125,0.2991214681372262,-0.0041214793579677856,-0.38004628990629824,0.11139975876474183,-0.6159626297310656,-0.042741866760971664,0.8221316778213243,-0.18671497180822894,0.22432047893229626,-0.3112758519828825,-0.24348826266171822,-0.47190001902825557,0.19122063918311571,-0.16877983137529434,0.20120035765485964,0.17874478897107582,0.07281628896149343,-0.3327501706838429,0.11035661783822263,0
-2.00740955795612,-0.5453647628449034,1.1954211237528898,-0.2600030448497938,0.05683168509940155,0.75626226020342,0.8834853388039351,0.846453313666293,-0.0628538957223708,0.7715863542157938,-0.2271441058472335,0.16910974639589785,-0.25232458185513057,0.37503382478558817,0.23794095338246588,0.8547342431995057,0.3370028502655282,-0.44136538500894085,0.3838605390005263,0.039935200150088446,1.1200779422462293,-0.3281773901216921,-0.0801718756842995,0.3247822243674237,-0.26358181572089817,-0.5506172766512811,0.4085999702490485,0.08357371595547144,-0.08866375512004097,-0.25225732867223594,-0.6118329668018697,-0.3567779192277834,0.08601750433643893,-0.2290867086964747,0.3427545926353569,0.1538929133096385,0.6258319168464103,0.241915265830008,0.3958580968600294,0
-3.2762708963469445,-0.42077549093982936,1.0794203959782411,0.31124965295017915,0.4502407291861153,0.48081077728488586,-0.5372386903495842,0.30532309032463595,0.7471323027512995,-0.36535876059797306,-0.014690806810967023,-0.08999610250755613,-0.31411699301688023,0.4549188516648902,-0.18244335961252037,0.7905212342142954,-0.11103902029366,-0.7894446402034846,-0.01563265259414894,-0.23858804853119644,-0.2841640181596965,0.14511149584462021,0.5258592132917332,0.6968807044561632,0.4698693004296756,-0.04105912151886517,0.05359131096847839,0.026947707335825126,0.7189821376645927,-0.5026555532306528,-0.7665601186200953,-0.26293418200807017,-0.08343715089917259,0.19606302542847068,0.024253968893029793,0.38690381814297137,1.0187363186293061,0.301634592905167,-0.37355592326696246,0
2.0427737124898253,-1.3161851169364922,0.37343384659646034,-4.188564955202951,3.3380826110423545,0.2555232986317586,-0.4828359746897104,1.0951366080633933,-0.3907264113339778,0.5713271299675114,0.4052552895389303,-1.7336125107369567,-0.19210351430675696,0.343347903504751,-0.14687118149855505,-0.6296689496742565,1.1173572133641374,-0.8741215599827087,-2.4944878712340057,3.3550763951069826,0.0972828031619312,0.28859944960266787,-0.6431399199430401,1.173049569711467,-1.0406795141929976,0.7052065908072916,-0.5638856417083291,-0.0693713024736515,0.5349854081500254,0.4841337163471963,0.7114379611968114,1.9345442792120893,-1.1995117952975933,0.8952304363848664,0.4297984532353039,0.3018837733658879,0.45951484733679276,-0.2364109073356868,-0.33734015650662524,0
0.4356243289169337,-1.604006486283722,2.7062125399358448,-2.1328015558517928,1.4210222636884478,0.4925455004595317,-1.4996972825137032,0.37407559890260994,0.34358118312444663,0.9971831114956766,-1.0249783301599977,-1.930377430989999,-0.27171549489119107,0.2948780779344245,1.386538265738576,0.31024805453688475,0.4889946040141211,-0.27205821595053503,-0.5986460415119471,0.5311223529814323,0.19990644062154897,0.6636946034929745,1.7491543607498246,-0.0014386383657483365,-0.40810201684969066,-0.37410556170468606,-0.9830470450352691,0.12495727758412391,-0.08945944900563495,0.4405130247025364,0.19420748656996273,-0.2817401136857806,0.2432379115619789,0.516168961722603,0.5784877537997725,0.6330907379323018,-0.5527894308337843,-0.19960244708645586,-0.06879249825236752,0
-0.08160512171078045,-2.7338250582695585,1.0565422970073344,0.04132787320964681,1.042393308367122,0.4788157791919205,1.2151918741945036,1.5160883354761832,-0.9703818927313663,0.1322919626444743,0.5319316320996825,-0.443613165115163,-0.8210485578418053,-1.112582477828594,-1.1947093587607567,-0.28630451874039137,0.5915621852149856,-0.7336811318231988,-0.1703926909261326,-0.8042227968781709,0.6001621839582031,0.46271084331515866,0.030130784948341493,-0.5544136051514559,-0.22591614343606573,0.11928830514050165,-0.03240416154873382,-0.6374681342034562,-0.0800867433584828,-1.0115122590001253,0.1011508338843118,-0.3649733109097575,-1.1214399409306133,0.0023125769768096173,0.6924403322382724,0.2322412703670078,0.37006925853626743,-0.012180091390160536,0.29738748959456546,0
1.9943667951316393,-2.0164985957734034,1.592256757210191,-3.5684955441934734,1.3829509548474954,-0.47587226981745046,0.3078050981413215,0.2865251472375042,1.021562713781815,-0.2633333473006108,-0.653753436094597,-0.7348215421163997,0.9699949317956198,-0.518668009419285,0.16405692986044984,-0.04619791234582454,0.44132431686471496,-0.6880312376848325,-1.0462963808335528,0.4286641808999547,0.568084439140656,0.5123753920520823,-0.7385829692437317,0.5559424845018109,-1.425117059615369,0.6389875279192764,0.7121410678087031,0.5869522731102488,0.6446584862241662,0.7729925984503425,-0.001680872444095285,-0.5003388194544737,-0.20004708383936742,0.47114538068065814,-0.29767823408184946,0.6834765987042534,0.36035255153439055,-0.9395575188269063,-0.6260380235100624,0
1.2870002769596707,-1.0630749705692466,3.1228509097193586,-2.2105399125958063,1.2351720253282013,-0.10942717528632352,-0.4238622657791548,0.8047179561432029,-0.26576448934969105,1.3747296515513772,0.798868718746244,-0.9796368366914265,1.5815226611204989,1.161588609922779,1.1025129992150084,0.22059952066437669,0.42828971768222696,0.45330544033982156,-1.4639112212245737,0.632033910133603,0.06724880518932165,0.5300164700819944,-1.693278606585839,1.0030747860822988,-0.10118596010702668,0.8181456625183863,0.206352624763961,-0.4460158571649686,0.7336238370712268,1.726568615659224,0.71621428806477,0.6540075132058395,-0.036146409204568276,0.11048354923234277,0.390013517998485,1.1009089730743733,0.1213865819790475,-0.6500513081088518,0.3206281421350981,0
0.11508825965903836,-1.7843121041177266,1.8943100421415777,-1.9942827231059537,1.1331233809693237,0.24590313960885987,0.16912401302573563,0.16183935540976047,0.7748691243982746,1.6847557499842878,0.8202295034542296,-0.20244673093294882,1.9294796272429644,1.654257716290913,1.1183412582056043,-0.6833852026330512,0.23539534697479286,-0.36816471990818433,0.1669332020942939,0.1977799423880473,-0.7246827662767935,0.14471296819834553,-0.05134039696140258,1.4852518267086066,0.31631010213722627,-0.24619562512004733,1.107179934526559,0.19216043412156622,-0.1733805238802911,-0.5373733624715112,-1.260893164310547,-0.7366383129171334,-0.2940423648090787,-0.2983359103853211,0.11862052486232645,0.21110631055511034,0.15244371652096372,-1.0399159247892213,0.29979107348158107,0
0.3107112853374749,-1.1974738336694186,1.689058093023254,-2.574203154010643,1.206262308184633,-0.011474728856561525,0.2630352218238232,0.5548353647633758,0.3391619054856799,1.155455919014153,0.03888821914917428,-1.6534130256457304,0.3686330309433893,0.7400028840270143,0.9971377495371794,0.17491256016660986,0.4062502635632244,-0.7854524007050755,-0.38420742738764374,0.83447960339314,-0.5148088431354297,-0.03598340021717238,0.24647194243599924,0.6249882416063258,-0.000988347163159773,-0.7849279165367556,0.47039514306603064,0.3679327170463911,-0.211185427331775,-0.007584117174335591,-0.14476722887599647,-0.027012034576440216,-0.6360273186910413,-0.1659643007767173,0.2182533221740539,0.6634232889975499,0.2233899694574142,-0.4911512944842792,0.09903657795089844,0
