chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre_encoded
-0.48780784150376216,0.6405204747329137,-0.006624082621087624,0.23556790279843273,-0.5668281105149667,-0.5727905945224122,-0.493983303380622,-0.009229244179736808,-0.5185901173572787,-0.36795231189528116,-0.45406404140112594,-0.5707769002756348,0.16838499554851943,-0.33595445585639994,0.2954951654994815,-0.009974593826938792,0.13100897832978364,0.25172824257775955,-0.14198750528613224,0.6949636328714569,-0.7131849602561342,-0.5610332875906944,-0.03415076644438061,0.22904165187636702,-0.016645071161353386,-0.29237897791579803,0.0836978340642591,0.37304378141391487,-0.4233664992616693,-0.9219195988860385,-0.8892878742099087,0.6373180594299884,0.20761709970108813,-0.7540183640453626,0.20406360120642764,0.22472927786463992,0.6735766212499816,-0.4096921574855749,0.07104591739129777,0.6938639037764458,-0.3385030520482744,0.07076267530673803,-0.6423570054481603,1.0277502413862307,-0.15378763739822404,-0.5157905796353937,-0.2659679969938483,-0.7501215070057449,-0.29910810468436705,0.1686471185149412,-0.42513736299515176,-0.003422812680935655,-0.37693831312800197,-0.4994635917905004,-0.5135620417518995,0.128414174074628,-0.29178072488357504,0
-0.4031418707497276,0.13183473398262818,-0.26494431732613116,-0.34213353394114326,-0.5087975025807254,-0.7498620710010001,-0.4253822647455707,-0.5190096654169228,-0.4241178429593746,-0.6422681877830446,-0.33747272307986187,-0.4401697359156739,0.1563424070955499,-0.6053546099927265,0.2637344993746117,-0.11243952439866128,-0.05593536482190965,0.18631983859673001,-0.296811364920608,0.6181742328359856,-0.8093007598776883,-0.44732641050198546,-0.4827815675529026,0.7237123588092889,-0.3094894141589086,-0.6872182612198426,-0.041866170836030205,0.47344466538042845,-0.3948322902332807,-0.9142885826996218,-0.01741302402311988,0.7810728514124067,-0.3672036457786534,-0.5226426710989427,-0.1349806294367064,1.0874758410958598,-0.30055395781305644,-0.6685252453910858,-0.23469998328280345,0.4242716522647411,-0.4569885669530127,-0.3549618412121869,-0.7363841611179754,1.0244153477151923,-0.14013790540092952,-0.6957513982913626,0.42702009664320817,0.45798295189562327,0.42854391805307,-0.32703137174835134,-0.3100400055758121,-0.11212530853134707,-0.03208257726903352,-0.06659306901185431,1.0113844506630332,1.275780007787013,0.05642463924025452,0
-0.3616942783460661,0.7644908973613518,0.016695327851853778,0.5421948349873822,-0.5462452244342199,-0.7018517275859399,-0.2883651624427288,-0.4257341253017615,-0.3461895653593952,-0.5627234103518729,-0.6833794995248819,-0.6074193732901608,0.17594243872658127,-0.009629069591755818,0.41575295157997744,-0.18707267299884375,-0.05593536482190965,0.12195940019529748,0.38119401515664675,0.4065865010984894,-0.7210939460101907,-0.20093395311464432,-0.6170349501765647,0.7271333278347918,-0.2984827416007572,0.09789768542654691,-0.1413126169389136,0.7315070874314544,-0.5456529795411017,-0.6929086953667718,-0.14017016451820483,0.43845792407682255,-0.42592609825827166,-0.6027796058957184,1.0283630534101686,0.24005517795317172,-0.789404483149215,-0.19017252282010005,-0.39538827234666946,0.9146929475592056,-0.5661945255269342,0.07131475248381539,-0.45895730831702813,0.7242761713358062,-0.6200000715708995,0.2952393192529959,-0.06348390802168219,0.5855484758414214,0.5036950580398184,0.428052789617694,-0.648761577759577,0.31631120891507103,-0.17737173342448964,0.10933705525636078,-0.0462440529716335,0.6539066344184807,-0.5214579773705248,0
-0.17571365445343673,0.20547735262875388,0.024885079417395737,-0.06382023353907508,-0.7234819902888886,-0.700599040858816,-0.5173443989533111,-0.34888092546891153,-0.6076654171900059,-0.47480449517158463,-0.7262475848074359,-0.6409863359344055,0.206474716267049,-0.3387522699391183,0.3735031195761398,0.048885937768537724,-0.05593536482190965,0.25545603861739585,-0.11560420890793029,0.8978070824192564,-0.5572214235522832,-0.3655752099951142,-0.8992183354884214,0.14185815127114412,0.005873280732221832,-0.8292522871535016,0.005312759643740512,0.40094422256049644,0.19410736669007736,-0.7882667247721317,-0.45118719204579255,0.7173279391380846,-0.0010055899697934212,-0.6602976107385109,-0.009853045498823295,0.5327483721580238,-0.6510525811150312,-0.7856916447836642,-0.13109611661554288,0.7210282314677469,-0.4986344576942317,0.11547517654255111,0.10027652639089384,1.1491762671648218,-0.3621444285119426,-0.9637401319439459,-0.2150855022904425,-0.4895236829714506,-0.06530869310096048,0.06298140533554926,-0.6490764574525795,0.09238366642167485,-0.46412098003121455,-0.21188247986281356,-0.09950089704049814,0.8658798822075998,-0.5447439343386982,0
-0.48589473378421916,0.3375206670760121,0.18134518391263546,-0.27207235674727315,-0.7562461471977059,-0.7748272539255016,-0.5385572093510288,-0.5729623452041172,-0.6675365275532262,-0.6839204491154267,-0.7116016746725126,-0.6451754142997655,0.23842537086849666,-0.2345879191328959,0.26135350622742093,0.03474193692881693,-0.05593536482190965,0.37065183810820734,-0.2657744828695552,0.970695464923424,-0.8032347499741631,-0.41577740564060045,-0.6868903169571976,0.1644629872489428,-0.6067289318653991,-0.9038035012278409,-0.3767509040080808,0.2639276842703122,-0.3783354731519444,-0.8834975476387905,-0.7628915628850366,0.758943050233389,-0.46104047005042276,-1.1427103813168509,0.46928955550750817,0.6823826811748528,-0.238469468975171,0.09103615202412423,-0.21837961947374587,1.601140822195451,-0.38849546457111594,-0.06942628159989447,-0.29697033063185707,0.582002710251915,-0.771951062460165,-0.6427231384567722,-0.3452701645996205,0.11241721302324803,-0.5706089650630339,0.8566508934511965,-0.1670888170604373,0.18326458221384806,-0.02947640637128243,-0.17512980894145655,-0.6789946804367258,0.27689896687473003,-0.6066919691122201,0
-0.03166359453616816,0.5008186990783421,0.02565946541926608,0.25273709559975616,-0.2717451010312129,-0.47126229624103355,-0.16295268038888341,-0.43423030464021095,-0.11820521924165611,-0.37714066019856074,-0.22252701263892655,-0.4001370137333584,0.1913270617389764,-0.347453582321901,0.1274981013006217,-0.015106890556229468,0.13100897832978364,0.4196469882673624,-0.34225752933863535,0.3034700737908951,-0.3561776240436191,-0.15098740924724777,-0.9515170892871979,0.5602583473525015,-0.589567639611193,-0.758452289309917,-0.27030124704194575,0.34218927345873545,0.34267914343524997,-0.6994240955873394,-0.8013323785048027,0.4109652297482439,-0.29879640249590345,-0.5181247081698754,-0.6106389787358348,0.4489334537635252,-0.3390388157650507,-0.5073596830459068,-0.6283944110260686,0.5858750520123064,-0.7225123674672939,0.24768024297593325,-0.5315368469403733,0.7462616244108708,-0.6487001435002078,-0.4763753341749976,-0.835155831571109,0.11839137354069022,-0.5383303839138321,0.13216846636912102,-0.48569183535939214,-0.22314138615615772,-0.3064229090238113,-0.22543469901376795,-0.5414617819974815,0.7505837562922701,-0.6121613278064474,0
0.004141862030589447,0.4100359726034868,-0.007648915752142308,0.13663102589545897,-0.3153260027960468,-0.5500256648958242,-0.17447173405044517,-0.19981739066291257,-0.14680414053562885,-0.3064660704752541,-0.2848955513033702,-0.424389977912794,0.18346772493140662,-0.4425018512584,0.550031915514122,0.2415235545300886,-0.05593536482190965,0.410062854966065,0.09362517833404456,0.4621121868918064,-0.5829339921944183,-0.4512710704928253,-0.4495083766949454,0.3118961246605163,-0.24062503071845767,-0.5735196978494032,-0.1699030390343875,0.5891368966530366,-0.7880790086652819,-0.948563305146218,-0.5236986516672774,0.6855283647068221,-0.2817070429314426,-0.9106497660047986,0.14663894405557287,0.7975850602095611,-0.7346167617974554,-0.48621972553824044,0.4090984684804041,0.8771154888756366,-0.31632935926822253,-0.38577278906638,-0.43242744805521777,0.8556891651787546,-0.15963383783231766,-0.25019449195251925,-0.6616296703732077,0.6007850982819162,-0.4655683936816674,0.3752820249762805,-0.7236244998779842,0.132829730497112,-0.11869356733063577,-0.15060394490472717,-0.3749456538013881,0.7985033924749362,-0.6744661750594918,0
-0.526790499869604,0.7516188062781363,0.14212129372637933,-0.036381928949619245,-0.6614968162984081,-0.8759650371452867,-0.4817676149145082,-0.805171173372037,-0.5729633751260664,-0.8804857546586475,-0.6931708664128363,-0.6613228178588664,0.22573699477984346,-0.23198281877909413,0.2760348337036024,0.021553141727878793,-0.05593536482190965,0.3406220554574163,-0.31396911695854496,0.7702960926387208,-1.0578102910502023,-0.4293268703114121,-0.45259018157763053,0.08954877941199929,-0.5397542844730524,-0.7848596735425363,0.4402921787780393,0.19157287189371297,-0.23829000226459712,-0.9532863746974205,-0.4439869681643552,0.53746240546255,0.5044392502235882,-1.0459634683428187,0.20298905716122603,0.40009919039162,-0.7068236356079199,-0.3266124488438414,-0.3314451178653169,0.8901826580862462,-0.18086438657296386,0.13243371437532198,-0.48576240072474514,0.8740756762448788,-0.551058896077454,-0.14579443186580943,-0.207925053489454,0.2919732450087685,-0.3348483805754509,0.09878643228661134,-0.7536627859186347,-0.16311169160257055,-0.6751161502282369,0.09396787481146529,-0.7652874967375469,0.21480584789369306,-0.31888557748030233,0
-0.34994746091054835,0.9685438501347239,0.03313092070457632,-0.038551236443034584,-0.6021975131549628,-0.6405413624905297,-0.6505121798571952,-0.011852466731221357,-0.5963166388987466,-0.38350115022687825,-0.3266117110696941,-0.497732648569325,0.1666746282038935,-0.39460139420818885,0.30401889725605713,0.21095529423698323,-0.05593536482190965,0.3010909905660593,-0.33251744333909977,0.8090514519374701,-0.5652042996224954,-0.8920137811040248,-0.12556031937807932,0.32301416686046086,-0.5046921807367922,-0.29455777460902677,0.3202171260346203,0.35623718401885784,-0.218530191182565,-1.1339058982964338,-0.4608530737858966,0.6673103390413354,0.18786620616791005,-0.5896512485425742,-0.21198467302896237,0.622276308897039,0.33989052516561474,-0.5003186804821955,-0.2737965963412568,0.4422069331026181,-0.71859396841909,-0.2795095998481813,-0.5576814462302089,0.6275743653641427,-0.16371013593076347,-0.9622822351963112,0.15501203449705445,-0.30239195784976325,-0.1648408900742307,-0.03017793534552393,-0.6068759760205503,0.26532233083851536,-0.4884241906590217,0.045513179290406214,0.6213643704447449,0.8901960359701624,0.8676697635650226,0
-0.23737027970232802,-0.1991515110149804,-0.2268243946068865,-0.2315935308862558,-0.5789534245018926,-0.8166117141896657,-0.6751965140020301,-0.6544569133093037,-0.6458981902778921,-0.794744693473859,-0.017566551144029142,-0.5278267125604983,0.14557451583817682,-0.509498587433117,0.5069133497792201,-0.17026064779188976,-0.05593536482190965,0.18686281406048508,0.08836559678212226,0.7434552524189669,-0.8789498515521919,-0.9370268742409863,-0.7408635400128255,0.9220158584360583,-0.8979068212531338,0.01825610048330382,-0.12597284877182108,0.6503695231214378,-0.6356097836176455,-1.2830282572316842,-0.8926578821439389,0.4213921153099991,-0.6582235524730063,-0.651935205446818,-0.7167879828036221,0.3553837626685077,0.30459860669393074,-1.0981794378907805,-0.07815721099483758,0.5926175221741599,0.1863465410307742,0.08723272145297298,-0.839266342795721,1.2536851728654113,-0.35845674424213786,-0.03221407766837257,-0.05791999526576477,0.9143106852239258,-0.1748179342592706,0.1321806873748364,-0.09040971666282012,-0.1235561747415889,-0.2789586382303872,-1.0133674771795997,0.9926949675448055,0.32540757132101983,-0.36402900941126776,0
